PMID	PubDate	DOI	Journal	Title	Abstract	GitHub_link_raw	GitHub_link_clean	GitHub_owner	GitHub_repo	Repo_created_at	Repo_updated_at	Fork	In_SoftWH	Archived	Record_date	Min_date	Issue	Correct_link
35224614	2022-03-10	10.1093/bib/bbac016	Briefings in bioinformatics	Identifying drug-target interactions via heterogeneous graph attention networks combined with cross-modal similarities.	Accurate identification of drug-target interactions (DTIs) plays a crucial role in drug discovery. Compared with traditional experimental methods that are labor-intensive and time-consuming, computational methods are more and more popular in recent years. Conventional computational methods almost simply view heterogeneous networks which integrate diverse drug-related and target-related dataset instead of fully exploring drug and target similarities. In this paper, we propose a new method, named DTIHNC, for $\mathbf{D}$rug-$\mathbf{T}$arget $\mathbf{I}$nteraction identification, which integrates $\mathbf{H}$eterogeneous $\mathbf{N}$etworks and $\mathbf{C}$ross-modal similarities calculated by relations between drugs, proteins, diseases and side effects. Firstly, the low-dimensional features of drugs, proteins, diseases and side effects are obtained from original features by a denoising autoencoder. Then, we construct a heterogeneous network across drug, protein, disease and side-effect nodes. In heterogeneous network, we exploit the heterogeneous graph attention operations to update the embedding of a node based on information in its 1-hop neighbors, and for multi-hop neighbor information, we propose random walk with restart aware graph attention to integrate more information through a larger neighborhood region. Next, we calculate cross-modal drug and protein similarities from cross-scale relations between drugs, proteins, diseases and side effects. Finally, a multiple-layer convolutional neural network deeply integrates similarity information of drugs and proteins with the embedding features obtained from heterogeneous graph attention network. Experiments have demonstrated its effectiveness and better performance than state-of-the-art methods. Datasets and a stand-alone package are provided on Github with website https://github.com/ningq669/DTIHNC.	github.com/ningq669/DTIHNC.	https://github.com/ningq669/DTIHNC/	ningq669	DTIHNC			0.0	0.0		2022-03-01	2022-03-01	repo deleted	
33703998	2021-03-11	10.1080/07391102.2021.1898474	Journal of biomolecular structure & dynamics	in silico de novo Target2DeNovoDrug: a novel programmatic tool for -deep learning based  drug design for any target of interest. 	The on-going data-science and Artificial Intelligence (AI) revolution offer researchers a fresh set of tools to approach structure-based drug design problems in the computer-aided drug design space. A novel programmatic tool that incorporates  and deep learning based approaches for  drug design for any target of interest has been reported. Once the user specifies the target of interest in the form of a representative amino acid sequence or corresponding nucleotide sequence, the programmatic workflow of the tool generates compounds from the PubChem ligand library and novel SMILES of compounds not present in any ligand library but are likely to be active against the target. Following this, the tool performs a computationally efficient  modeling of the target and the newly generated compounds and stores the results of the protein-ligand interaction in the working folder of the user. Further, for the protein-ligand complex associated with the best protein-ligand interaction, the tool performs an automated Molecular Dynamics (MD) protocol and generates plots such as RMSD (Root Mean Square Deviation) which reveal the stability of the complex. A demonstrated use of the tool has been shown with the target signatures of Tumor Necrosis Factor-Alpha, an important therapeutic target in the case of anti-inflammatory treatment. The future scope of the tool involves, running the tool on a High-Performance Cluster for all known target signatures to generate data that will be useful to drive AI and Big data driven drug discovery. The code is hosted, maintained, and supported at the GitHub repository given in the link below https://github.com/bengeof/Target2DeNovoDrugCommunicated by Ramaswamy H. Sarma. 	github.com/bengeof/Target2DeNovoDrugCommunicated	https://github.com/bengeof/Target2DeNovoDrugCommunicated/	bengeof	Target2DeNovoDrugCommunicated			0.0	0.0		2021-03-12	2021-03-11	wrong link	https://github.com/bengeof/Target2DeNovoDrug/
28714590	2017-07-17	10.1002/gepi.22059	Genetic epidemiology	Adaptive testing for association between two random vectors in moderate to high dimensions.	Testing for association between two random vectors is a common and important task in many fields, however, existing tests, such as Escoufier's RV test, are suitable only for low-dimensional data, not for high-dimensional data. In moderate to high dimensions, it is necessary to consider sparse signals, which are often expected with only a few, but not many, variables associated with each other. We generalize the RV test to moderate-to-high dimensions. The key idea is to data adaptively weight each variable pair based on its empirical association. As the consequence, the proposed test is adaptive, alleviating the effects of noise accumulation in high-dimensional data, and thus maintaining the power for both dense and sparse alternative hypotheses. We show the connections between the proposed test with several existing tests, such as a generalized estimating equations-based adaptive test, multivariate kernel machine regression (KMR), and kernel distance methods. Furthermore, we modify the proposed adaptive test so that it can be powerful for nonlinear or nonmonotonic associations. We use both real data and simulated data to demonstrate the advantages and usefulness of the proposed new test. The new test is freely available in R package aSPC on CRAN at https://cran.r-project.org/web/packages/aSPC/index.html and https://github.com/jasonzyx/aSPC.	github.com/jasonzyx/aSPC.	https://github.com/jasonzyx/aSPC/	jasonzyx	aSPC			0.0	1.0	2021-01-12	2017-07-18	2017-07-17	repo deleted	
28267312	2017-03-24	10.1021/acs.analchem.6b03745	Analytical chemistry	Quirks of Error Estimation in Cross-Linking/Mass Spectrometry.	Cross-linking/mass spectrometry is an increasingly popular approach to obtain structural information on proteins and their complexes in solution. However, methods for error assessment are under current development. We note that false-discovery rates can be estimated at different points during data analysis, and are most relevant for residue or protein pairs. Missing this point led in our example analysis to an actual 8.4% error when 5% error was targeted. In addition, prefiltering of peptide-spectrum matches and of identified peptide pairs substantially improved results. In our example, this prefiltering increased the number of residue pairs (5% FDR) by 33% (n = 108 to n = 144). This number improvement did not come at the expense of reduced accuracy as the added data agreed with an available crystal structure. We provide an open-source tool, xiFDR ( https://github.com/rappsilberlab/xiFDR ), that implements our observations for routine application. Data are available via ProteomeXchange with identifier PXD004749.	github.com/rappsilberlab/xiFDR	https://github.com/rappsilberlab/xiFDR/	rappsilberlab	xiFDR			0.0	0.0		2017-03-08	2017-03-08	owner deleted	
32883297	2020-09-03	10.1186/s12984-020-00738-7	Journal of neuroengineering and rehabilitation	Toward a hybrid exoskeleton for crouch gait in children with cerebral palsy: neuromuscular electrical stimulation for improved knee extension.	[OrderedDict([('@Label', 'BACKGROUND'), ('#text', 'Neuromuscular Electrical Stimulation (NMES) has been utilized for many years in cerebral palsy (CP) with limited success despite its inherent potential for improving muscle size and/or strength, inhibiting or reducing spasticity, and enhancing motor performance during functional activities such as gait. While surface NMES has been shown to successfully improve foot drop in CP and stroke, correction of more complex gait abnormalities in CP such as flexed knee (crouch) gait remains challenging due to the level of stimulation needed for the quadriceps muscles that must be balanced with patient tolerability and the ability to deliver NMES assistance at precise times within a gait cycle.')]), OrderedDict([('@Label', 'METHODS'), ('#text', 'This paper outlines the design and evaluation of a custom, noninvasive NMES system that can trigger and adjust electrical stimulation in real-time. Further, this study demonstrates feasibility of one possible application for this digitally-controlled NMES system as a component of a pediatric robotic exoskeleton to provide on-demand stimulation to leg muscles within specific phases of the gait cycle for those with CP and other neurological disorders who still have lower limb sensation and volitional control. A graphical user interface was developed to digitally set stimulation parameters (amplitude, pulse width, and frequency), timing, and intensity during walking. Benchtop testing characterized system delay and power output. System performance was investigated during a single session that consisted of four overground walking conditions in a 15-year-old male with bilateral spastic CP, GMFCS Level III: (1) his current Ankle-Foot Orthosis (AFO); (2) unassisted Exoskeleton; (3) NMES of the vastus lateralis; and (4) NMES of the vastus lateralis and rectus femoris. We hypothesized in this participant with crouch gait that NMES triggered with low latency to knee extensor muscles during stance would have a modest but positive effect on knee extension during stance.')]), OrderedDict([('@Label', 'RESULTS'), ('#text', 'The system delivers four channels of NMES with average delays of 16.5\u2009±\u200913.5\u2009ms. Walking results show NMES to the vastus lateralis and rectus femoris during stance immediately improved mean peak knee extension during mid-stance (p\u2009=\u20090.003*) and total knee excursion (p\u2009=\u20090.009*) in the more affected leg. The electrical design, microcontroller software and graphical user interface developed here are included as open source material to facilitate additional research into digitally-controlled surface stimulation ( github.com/NIHFAB/NMES ).')]), OrderedDict([('@Label', 'CONCLUSIONS'), ('#text', 'The custom, digitally-controlled NMES system can reliably trigger electrical stimulation with low latency. Precisely timed delivery of electrical stimulation to the quadriceps is a promising treatment for crouch. Our ultimate goal is to synchronize NMES with robotic knee extension assistance to create a hybrid NMES-exoskeleton device for gait rehabilitation in children with flexed knee gait from CP as well as from other pediatric disorders.')]), OrderedDict([('@Label', 'TRIAL REGISTRATION'), ('#text', 'clinicaltrials.gov, ID: NCT01961557 . Registered 11 October 2013; Last Updated 27 January 2020.')])]	github.com/NIHFAB/NMES	https://github.com/NIHFAB/NMES/	NIHFAB	NMES			0.0	0.0		2020-09-05	2020-09-03	repo deleted	
34396127	2021-05-13	10.1088/2632-2153/abe6d6	Machine learning: science and technology	PASSer: Prediction of Allosteric Sites Server.	Allostery is considered important in regulating protein's activity. Drug development depends on the understanding of allosteric mechanisms, especially the identification of allosteric sites, which is a prerequisite in drug discovery and design. Many computational methods have been developed for allosteric site prediction using pocket features and protein dynamics. Here, we present an ensemble learning method, consisting of eXtreme gradient boosting (XGBoost) and graph convolutional neural network (GCNN), to predict allosteric sites. Our model can learn physical properties and topology without any  information, and shows good performance under multiple indicators. Prediction results showed that 84.9% of allosteric pockets in the test set appeared in the top 3 positions. The PASSer: Protein Allosteric Sites Server (https://passer.smu.edu), along with a command line interface (CLI, https://github.com/smutaogroup/passerCLI) provide insights for further analysis in drug discovery. 	github.com/smutaogroup/passerCLI	https://github.com/smutaogroup/passerCLI/	smutaogroup	passerCLI			0.0	1.0	2023-04-27	2021-08-17	2021-05-13	repo deleted	
33902725	2020-05-18	10.1186/s40793-020-00358-7	Environmental microbiome	Tax4Fun2: prediction of habitat-specific functional profiles and functional redundancy based on 16S rRNA gene sequences.	[OrderedDict([('@Label', 'BACKGROUND'), ('@NlmCategory', 'BACKGROUND'), ('#text', 'Sequencing of 16S rRNA genes has become a powerful technique to study microbial communities and their responses towards changing environmental conditions in various ecosystems. Several tools have been developed for the prediction of functional profiles from 16S rRNA gene sequencing data, because numerous questions in ecosystem ecology require knowledge of community functions in addition to taxonomic composition. However, the accuracy of these tools relies on functional information derived from genomes available in public databases, which are often not representative of the microorganisms present in the studied ecosystem. In addition, there is also a lack of tools to predict functional gene redundancy in microbial communities.')]), OrderedDict([('@Label', 'RESULTS'), ('@NlmCategory', 'RESULTS'), ('#text', 'To address these challenges, we developed Tax4Fun2, an R package for the prediction of functional profiles and functional gene redundancies of prokaryotic communities from 16S rRNA gene sequences. We demonstrate that functional profiles predicted by Tax4Fun2 are highly correlated to functional profiles derived from metagenomes of the same samples. We further show that Tax4Fun2 has higher accuracies than PICRUSt and Tax4Fun. By incorporating user-defined, habitat-specific genomic information, the accuracy and robustness of predicted functional profiles is substantially enhanced. In addition, functional gene redundancies predicted with Tax4Fun2 are highly correlated to functional gene redundancies determined for simulated microbial communities.')]), OrderedDict([('@Label', 'CONCLUSIONS'), ('@NlmCategory', 'CONCLUSIONS'), ('#text', 'Tax4Fun2 provides researchers with a unique tool to predict and investigate functional profiles of prokaryotic communities based on 16S rRNA gene sequencing data. It is easy-to-use, platform-independent and highly memory-efficient, thus enabling researchers without extensive bioinformatics knowledge or access to high-performance clusters to predict functional profiles. Another unique feature of Tax4Fun2 is that it allows researchers to calculate the redundancy of specific functions, which is a potentially important measure of how resilient a community will be to environmental perturbation. Tax4Fun2 is implemented in R and freely available at https://github.com/bwemheu/Tax4Fun2.')])]	github.com/bwemheu/Tax4Fun2.	https://github.com/bwemheu/Tax4Fun2/	bwemheu	Tax4Fun2			0.0	1.0	2021-07-16	2021-04-28	2020-05-18	owner deleted	
27153653	2016-04-28	10.1093/bioinformatics/btw217	Bioinformatics (Oxford, England)	Informed kmer selection for de novo transcriptome assembly.	[OrderedDict([('@Label', 'MOTIVATION'), ('#text', 'De novo transcriptome assembly is an integral part for many RNA-seq workflows. Common applications include sequencing of non-model organisms, cancer or meta transcriptomes. Most de novo transcriptome assemblers use the de Bruijn graph (DBG) as the underlying data structure. The quality of the assemblies produced by such assemblers is highly influenced by the exact word length k As such no single kmer value leads to optimal results. Instead, DBGs over different kmer values are built and the assemblies are merged to improve sensitivity. However, no studies have investigated thoroughly the problem of automatically learning at which kmer value to stop the assembly. Instead a suboptimal selection of kmer values is often used in practice.')]), OrderedDict([('@Label', 'RESULTS'), ('#text', 'Here we investigate the contribution of a single kmer value in a multi-kmer based assembly approach. We find that a comparative clustering of related assemblies can be used to estimate the importance of an additional kmer assembly. Using a model fit based algorithm we predict the kmer value at which no further assemblies are necessary. Our approach is tested with different de novo assemblers for datasets with different coverage values and read lengths. Further, we suggest a simple post processing step that significantly improves the quality of multi-kmer assemblies.')]), OrderedDict([('@Label', 'CONCLUSION'), ('#text', 'We provide an automatic method for limiting the number of kmer values without a significant loss in assembly quality but with savings in assembly time. This is a step forward to making multi-kmer methods more reliable and easier to use.')]), OrderedDict([('@Label', 'AVAILABILITY AND IMPLEMENTATION'), ('#text', 'A general implementation of our approach can be found under: https://github.com/SchulzLab/KREATIONSupplementary information: Supplementary data are available at Bioinformatics online.')]), OrderedDict([('@Label', 'CONTACT'), ('#text', 'mschulz@mmci.uni-saarland.de.')])]	github.com/SchulzLab/KREATIONSupplementary	https://github.com/SchulzLab/KREATIONSupplementary/	SchulzLab	KREATIONSupplementary			0.0	0.0		2016-05-07	2016-04-28	wrong link	https://github.com/SchulzLab/KREATION/
36436356	2022-11-12	10.1016/j.media.2022.102687	Medical image analysis	Information bottleneck-based interpretable multitask network for breast cancer classification and segmentation.	Breast cancer is one of the most common causes of death among women worldwide. Early signs of breast cancer can be an abnormality depicted on breast images (e.g., mammography or breast ultrasonography). However, reliable interpretation of breast images requires intensive labor and physicians with extensive experience. Deep learning is evolving breast imaging diagnosis by introducing a second opinion to physicians. However, most deep learning-based breast cancer analysis algorithms lack interpretability because of their black box nature, which means that domain experts cannot understand why the algorithms predict a label. In addition, most deep learning algorithms are formulated as a single-task-based model that ignores correlations between different tasks (e.g., tumor classification and segmentation). In this paper, we propose an interpretable multitask information bottleneck network (MIB-Net) to accomplish simultaneous breast tumor classification and segmentation. MIB-Net maximizes the mutual information between the latent representations and class labels while minimizing information shared by the latent representations and inputs. In contrast from existing models, our MIB-Net generates a contribution score map that offers an interpretable aid for physicians to understand the model's decision-making process. In addition, MIB-Net implements multitask learning and further proposes a dual prior knowledge guidance strategy to enhance deep task correlation. Our evaluations are carried out on three breast image datasets in different modalities. Our results show that the proposed framework is not only able to help physicians better understand the model's decisions but also improve breast tumor classification and segmentation accuracy over representative state-of-the-art models. Our code is available at https://github.com/jxw0810/MIB-Net.	github.com/jxw0810/MIB-Net.	https://github.com/jxw0810/MIB-Net/	jxw0810	MIB-Net			0.0	0.0		2022-11-28	2022-11-12	repo deleted	
31536029	2019-09-12	10.1109/TCYB.2019.2936503	IEEE transactions on cybernetics	Visual Object Tracking by Hierarchical Attention Siamese Network.	Visual tracking addresses the problem of localizing an arbitrary target in video according to the annotated bounding box. In this article, we present a novel tracking method by introducing the attention mechanism into the Siamese network to increase its matching discrimination. We propose a new way to compute attention weights to improve matching performance by a sub-Siamese network [Attention Net (A-Net)], which locates attentive parts for solving the searching problem. In addition, features in higher layers can preserve more semantic information while features in lower layers preserve more location information. Thus, in order to solve the tracking failure cases by the higher layer features, we fully utilize location and semantic information by multilevel features and propose a new way to fuse multiscale response maps from each layer to obtain a more accurate position estimation of the object. We further propose a hierarchical attention Siamese network by combining the attention weights and multilayer integration for tracking. Our method is implemented with a pretrained network which can outperform most well-trained Siamese trackers even without any fine-tuning and online updating. The comparison results with the state-of-the-art methods on popular tracking benchmarks show that our method achieves better performance. Our source code and results will be available at https://github.com/shenjianbing/HASN.	github.com/shenjianbing/HASN.	https://github.com/shenjianbing/HASN/	shenjianbing	HASN			0.0	0.0		2019-09-20	2019-09-12	repo deleted	
35850048	2022-07-13	10.1016/j.compbiolchem.2022.107735	Computational biology and chemistry	MinimapR: A parallel alignment tool for the analysis of large-scale third-generation sequencing data.	The development of third-generation sequencing technology has brought significant changes and influences on genomics. Compared to the second-generation sequencing methods, the third-generation technologies produce around 100 times longer reads to reveal new genomic variations that complete long-term gaps in the human reference genome. However, these reads' excessive length and high error rate severely increase the amount of data and alignment cost. The traditional data analysis platform and serial sequence alignment method can not effectively deal with large-scale long read alignment. There is a critical need for a novel data analysis platform that can deliver fast alignment of large-scale sequences to solve the problem of long read alignment. High-performance computing platforms and efficient, scalable algorithms based on these platforms have significant potential to impact sequence analysis approaches. This paper presented minimapR, a multi-level parallel long-read alignment tool based on minimap2, a popular third-generation read aligner. MinimapR is developed based on the new high-performance distributed framework Ray. Ray fully integrates with the Python environment and can be easily installed with pip. MinimapR can utilize the power of multiple computing nodes, significantly accelerating alignment speeds without sacrificing sensitivity. The minimapR tool was tested on 64 nodes and demonstrated a 50 fold increase in speed with 78 % parallel efficiency. The source code and user manual of minimapR are freely available at https://github.com/Geehome/minimapR.	github.com/Geehome/minimapR.	https://github.com/Geehome/minimapR/	Geehome	minimapR			0.0	0.0		2022-07-20	2022-07-13	repo deleted	
